timestamp,temperatura_pr1,date (America/Sao_Paulo)
1763346095303,3.9,2025-11-16 23:21:35.303000-03:00
1763346034971,3.5,2025-11-16 23:20:34.971000-03:00
1763345974646,3.9,2025-11-16 23:19:34.646000-03:00
1763345914318,4.8,2025-11-16 23:18:34.318000-03:00
1763345853993,5.5,2025-11-16 23:17:33.993000-03:00
1763345793663,6.0,2025-11-16 23:16:33.663000-03:00
1763345733339,5.9,2025-11-16 23:15:33.339000-03:00
1763345673011,5.3,2025-11-16 23:14:33.011000-03:00
1763345612620,4.8,2025-11-16 23:13:32.620000-03:00
1763345552300,4.3,2025-11-16 23:12:32.300000-03:00
1763345491974,3.8,2025-11-16 23:11:31.974000-03:00
1763345431632,3.5,2025-11-16 23:10:31.632000-03:00
1763345371313,3.8,2025-11-16 23:09:31.313000-03:00
1763345310978,4.7,2025-11-16 23:08:30.978000-03:00
1763345250654,5.5,2025-11-16 23:07:30.654000-03:00
1763345190329,6.0,2025-11-16 23:06:30.329000-03:00
1763345129997,5.9,2025-11-16 23:05:29.997000-03:00
1763345069614,5.4,2025-11-16 23:04:29.614000-03:00
1763345009284,4.9,2025-11-16 23:03:29.284000-03:00
1763344948970,4.4,2025-11-16 23:02:28.970000-03:00
1763344888655,3.9,2025-11-16 23:01:28.655000-03:00
1763344828306,3.5,2025-11-16 23:00:28.306000-03:00
1763344767975,3.7,2025-11-16 22:59:27.975000-03:00
1763344707652,4.6,2025-11-16 22:58:27.652000-03:00
1763344647338,5.4,2025-11-16 22:57:27.338000-03:00
1763344586994,5.9,2025-11-16 22:56:26.994000-03:00
1763344526607,6.0,2025-11-16 22:55:26.607000-03:00
1763344466278,5.4,2025-11-16 22:54:26.278000-03:00
1763344405955,4.9,2025-11-16 22:53:25.955000-03:00
1763344345646,4.4,2025-11-16 22:52:25.646000-03:00
1763344285298,3.9,2025-11-16 22:51:25.298000-03:00
1763344224977,3.5,2025-11-16 22:50:24.977000-03:00
1763344164653,3.7,2025-11-16 22:49:24.653000-03:00
1763344104320,4.5,2025-11-16 22:48:24.320000-03:00
1763344043994,5.4,2025-11-16 22:47:23.994000-03:00
1763343983654,5.9,2025-11-16 22:46:23.654000-03:00
1763343923323,6.0,2025-11-16 22:45:23.323000-03:00
1763343862988,5.5,2025-11-16 22:44:22.988000-03:00
1763343802663,5.0,2025-11-16 22:43:22.663000-03:00
1763343742333,4.5,2025-11-16 22:42:22.333000-03:00
1763343681713,4.0,2025-11-16 22:41:21.713000-03:00
1763343621378,3.6,2025-11-16 22:40:21.378000-03:00
1763343561083,3.6,2025-11-16 22:39:21.083000-03:00
1763343500889,4.4,2025-11-16 22:38:20.889000-03:00
1763343440403,5.3,2025-11-16 22:37:20.403000-03:00
1763343380093,5.8,2025-11-16 22:36:20.093000-03:00
1763343319749,6.1,2025-11-16 22:35:19.749000-03:00
1763343259420,5.6,2025-11-16 22:34:19.420000-03:00
1763343199089,5.0,2025-11-16 22:33:19.089000-03:00
1763343138769,4.5,2025-11-16 22:32:18.769000-03:00
1763343078442,4.0,2025-11-16 22:31:18.442000-03:00
1763343018111,3.6,2025-11-16 22:30:18.111000-03:00
1763342957786,3.6,2025-11-16 22:29:17.786000-03:00
1763342897465,4.3,2025-11-16 22:28:17.465000-03:00
1763342837131,5.2,2025-11-16 22:27:17.131000-03:00
1763342776804,5.8,2025-11-16 22:26:16.804000-03:00
1763342716300,6.0,2025-11-16 22:25:16.300000-03:00
1763342655965,5.5,2025-11-16 22:24:15.965000-03:00
1763342595637,5.0,2025-11-16 22:23:15.637000-03:00
1763342535311,4.5,2025-11-16 22:22:15.311000-03:00
1763342474988,4.0,2025-11-16 22:21:14.988000-03:00
1763342414591,3.6,2025-11-16 22:20:14.591000-03:00
1763342354261,3.9,2025-11-16 22:19:14.261000-03:00
1763342293939,4.9,2025-11-16 22:18:13.939000-03:00
1763342233611,5.6,2025-11-16 22:17:13.611000-03:00
1763342173284,6.0,2025-11-16 22:16:13.284000-03:00
1763342112964,5.8,2025-11-16 22:15:12.964000-03:00
1763342052632,5.3,2025-11-16 22:14:12.632000-03:00
1763341992324,4.8,2025-11-16 22:13:12.324000-03:00
1763341931988,4.3,2025-11-16 22:12:11.988000-03:00
1763341871639,3.8,2025-11-16 22:11:11.639000-03:00
1763341811020,3.5,2025-11-16 22:10:11.020000-03:00
1763341750698,3.9,2025-11-16 22:09:10.698000-03:00
1763341690367,4.8,2025-11-16 22:08:10.367000-03:00
1763341630039,5.5,2025-11-16 22:07:10.039000-03:00
1763341569711,6.0,2025-11-16 22:06:09.711000-03:00
1763341509402,5.9,2025-11-16 22:05:09.402000-03:00
1763341449077,5.3,2025-11-16 22:04:09.077000-03:00
1763341388735,4.8,2025-11-16 22:03:08.735000-03:00
1763341328404,4.3,2025-11-16 22:02:08.404000-03:00
1763341268081,3.8,2025-11-16 22:01:08.081000-03:00
1763341207758,3.5,2025-11-16 22:00:07.758000-03:00
1763341147428,3.8,2025-11-16 21:59:07.428000-03:00
1763341087097,4.7,2025-11-16 21:58:07.097000-03:00
1763341026773,5.5,2025-11-16 21:57:06.773000-03:00
1763340966443,6.0,2025-11-16 21:56:06.443000-03:00
1763340906119,5.9,2025-11-16 21:55:06.119000-03:00
1763340845669,5.4,2025-11-16 21:54:05.669000-03:00
1763340785349,4.8,2025-11-16 21:53:05.349000-03:00
1763340725022,4.3,2025-11-16 21:52:05.022000-03:00
1763340664694,3.9,2025-11-16 21:51:04.694000-03:00
1763340604369,3.5,2025-11-16 21:50:04.369000-03:00
1763340544050,3.8,2025-11-16 21:49:04.050000-03:00
1763340483714,4.7,2025-11-16 21:48:03.714000-03:00
1763340423400,5.5,2025-11-16 21:47:03.400000-03:00
1763340363061,6.0,2025-11-16 21:46:03.061000-03:00
1763340302738,5.9,2025-11-16 21:45:02.738000-03:00
1763340242409,5.3,2025-11-16 21:44:02.409000-03:00
1763340182087,4.8,2025-11-16 21:43:02.087000-03:00
1763340121753,4.3,2025-11-16 21:42:01.753000-03:00
1763340061449,3.8,2025-11-16 21:41:01.449000-03:00
1763340001097,3.5,2025-11-16 21:40:01.097000-03:00
1763339940785,3.8,2025-11-16 21:39:00.785000-03:00
1763339880354,4.7,2025-11-16 21:38:00.354000-03:00
1763339820028,5.5,2025-11-16 21:37:00.028000-03:00
1763339759703,6.0,2025-11-16 21:35:59.703000-03:00
1763339699376,5.9,2025-11-16 21:34:59.376000-03:00
1763339639047,5.4,2025-11-16 21:33:59.047000-03:00
1763339578722,4.8,2025-11-16 21:32:58.722000-03:00
1763339518392,4.3,2025-11-16 21:31:58.392000-03:00
1763339458071,3.9,2025-11-16 21:30:58.071000-03:00
1763339397740,3.5,2025-11-16 21:29:57.740000-03:00
1763339337415,3.8,2025-11-16 21:28:57.415000-03:00
1763339277083,4.7,2025-11-16 21:27:57.083000-03:00
1763339216755,5.5,2025-11-16 21:26:56.755000-03:00
1763339156429,6.0,2025-11-16 21:25:56.429000-03:00
1763339096102,5.9,2025-11-16 21:24:56.102000-03:00
1763339035779,5.4,2025-11-16 21:23:55.779000-03:00
1763338975450,4.8,2025-11-16 21:22:55.450000-03:00
1763338910781,4.3,2025-11-16 21:21:50.781000-03:00
1763338850457,3.8,2025-11-16 21:20:50.457000-03:00
1763338790129,3.5,2025-11-16 21:19:50.129000-03:00
1763338729799,3.9,2025-11-16 21:18:49.799000-03:00
1763338669470,4.8,2025-11-16 21:17:49.470000-03:00
1763338609173,5.6,2025-11-16 21:16:49.173000-03:00
1763338548820,6.0,2025-11-16 21:15:48.820000-03:00
1763338488373,5.9,2025-11-16 21:14:48.373000-03:00
1763338428049,5.3,2025-11-16 21:13:48.049000-03:00
1763338367714,4.8,2025-11-16 21:12:47.714000-03:00
1763338307391,4.3,2025-11-16 21:11:47.391000-03:00
1763338247063,3.8,2025-11-16 21:10:47.063000-03:00
1763338186738,3.5,2025-11-16 21:09:46.738000-03:00
1763338126416,3.9,2025-11-16 21:08:46.416000-03:00
1763338066086,4.8,2025-11-16 21:07:46.086000-03:00
1763338005761,5.6,2025-11-16 21:06:45.761000-03:00
1763337945430,6.0,2025-11-16 21:05:45.430000-03:00
1763337885105,5.9,2025-11-16 21:04:45.105000-03:00
1763337824776,5.3,2025-11-16 21:03:44.776000-03:00
1763337764451,4.8,2025-11-16 21:02:44.451000-03:00
1763337704117,4.3,2025-11-16 21:01:44.117000-03:00
1763337643792,3.8,2025-11-16 21:00:43.792000-03:00
1763337583465,3.5,2025-11-16 20:59:43.465000-03:00
1763337522932,3.9,2025-11-16 20:58:42.932000-03:00
1763337462605,4.8,2025-11-16 20:57:42.605000-03:00
1763337402276,5.5,2025-11-16 20:56:42.276000-03:00
1763337341966,6.0,2025-11-16 20:55:41.966000-03:00
1763337281582,5.9,2025-11-16 20:54:41.582000-03:00
1763337221258,5.3,2025-11-16 20:53:41.258000-03:00
1763337160922,4.8,2025-11-16 20:52:40.922000-03:00
1763337100595,4.3,2025-11-16 20:51:40.595000-03:00
1763337040278,3.8,2025-11-16 20:50:40.278000-03:00
1763336979940,3.5,2025-11-16 20:49:39.940000-03:00
1763336919616,3.9,2025-11-16 20:48:39.616000-03:00
1763336859285,4.8,2025-11-16 20:47:39.285000-03:00
1763336798959,5.5,2025-11-16 20:46:38.959000-03:00
1763336738635,6.0,2025-11-16 20:45:38.635000-03:00
1763336678302,5.9,2025-11-16 20:44:38.302000-03:00
1763336617911,5.3,2025-11-16 20:43:37.911000-03:00
1763336557586,4.8,2025-11-16 20:42:37.586000-03:00
1763336497252,4.3,2025-11-16 20:41:37.252000-03:00
1763336436927,3.8,2025-11-16 20:40:36.927000-03:00
1763336376607,3.5,2025-11-16 20:39:36.607000-03:00
1763336316270,3.9,2025-11-16 20:38:36.270000-03:00
1763336255942,4.8,2025-11-16 20:37:35.942000-03:00
1763336195577,5.6,2025-11-16 20:36:35.577000-03:00
1763336135252,6.0,2025-11-16 20:35:35.252000-03:00
1763336074923,5.8,2025-11-16 20:34:34.923000-03:00
1763336014598,5.3,2025-11-16 20:33:34.598000-03:00
1763335954269,4.8,2025-11-16 20:32:34.269000-03:00
1763335893946,4.3,2025-11-16 20:31:33.946000-03:00
1763335833624,3.8,2025-11-16 20:30:33.624000-03:00
1763335773293,3.5,2025-11-16 20:29:33.293000-03:00
1763335712978,3.9,2025-11-16 20:28:32.978000-03:00
1763335652335,4.9,2025-11-16 20:27:32.335000-03:00
1763335592035,5.6,2025-11-16 20:26:32.035000-03:00
1763335531679,6.0,2025-11-16 20:25:31.679000-03:00
1763335471361,5.8,2025-11-16 20:24:31.361000-03:00
1763335411033,5.3,2025-11-16 20:23:31.033000-03:00
1763335350703,4.7,2025-11-16 20:22:30.703000-03:00
1763335290392,4.2,2025-11-16 20:21:30.392000-03:00
1763335230049,3.8,2025-11-16 20:20:30.049000-03:00
1763335169726,3.5,2025-11-16 20:19:29.726000-03:00
1763335109401,4.0,2025-11-16 20:18:29.401000-03:00
1763335049074,4.9,2025-11-16 20:17:29.074000-03:00
1763334988757,5.6,2025-11-16 20:16:28.757000-03:00
1763334928416,6.1,2025-11-16 20:15:28.416000-03:00
1763334868091,5.8,2025-11-16 20:14:28.091000-03:00
1763334807780,5.2,2025-11-16 20:13:27.780000-03:00
1763334747433,4.7,2025-11-16 20:12:27.433000-03:00
1763334686942,4.2,2025-11-16 20:11:26.942000-03:00
1763334626555,3.7,2025-11-16 20:10:26.555000-03:00
1763334566225,3.5,2025-11-16 20:09:26.225000-03:00
1763334505904,4.0,2025-11-16 20:08:25.904000-03:00
1763334445574,5.0,2025-11-16 20:07:25.574000-03:00
1763334385255,5.6,2025-11-16 20:06:25.255000-03:00
1763334324917,6.1,2025-11-16 20:05:24.917000-03:00
1763334264594,5.8,2025-11-16 20:04:24.594000-03:00
1763334204261,5.2,2025-11-16 20:03:24.261000-03:00
1763334143936,4.7,2025-11-16 20:02:23.936000-03:00
1763334083597,4.2,2025-11-16 20:01:23.597000-03:00
1763334023261,3.7,2025-11-16 20:00:23.261000-03:00
1763333962934,3.5,2025-11-16 19:59:22.934000-03:00
1763333902596,4.1,2025-11-16 19:58:22.596000-03:00
1763333842271,5.0,2025-11-16 19:57:22.271000-03:00
1763333781668,5.7,2025-11-16 19:56:21.668000-03:00
1763333721336,6.1,2025-11-16 19:55:21.336000-03:00
1763333661010,5.8,2025-11-16 19:54:21.010000-03:00
1763333600682,5.2,2025-11-16 19:53:20.682000-03:00
1763333540360,4.7,2025-11-16 19:52:20.360000-03:00
1763333480054,4.2,2025-11-16 19:51:20.054000-03:00
1763333419697,3.7,2025-11-16 19:50:19.697000-03:00
1763333359371,3.5,2025-11-16 19:49:19.371000-03:00
1763333299046,4.2,2025-11-16 19:48:19.046000-03:00
1763333238722,5.1,2025-11-16 19:47:18.722000-03:00
1763333178387,5.7,2025-11-16 19:46:18.387000-03:00
1763333118064,6.1,2025-11-16 19:45:18.064000-03:00
1763333057731,5.7,2025-11-16 19:44:17.731000-03:00
1763332997407,5.2,2025-11-16 19:43:17.407000-03:00
1763332937080,4.6,2025-11-16 19:42:17.080000-03:00
1763332876746,4.1,2025-11-16 19:41:16.746000-03:00
1763332816236,3.6,2025-11-16 19:40:16.236000-03:00
1763332755909,3.6,2025-11-16 19:39:15.909000-03:00
1763332695582,4.3,2025-11-16 19:38:15.582000-03:00
1763332635251,5.2,2025-11-16 19:37:15.251000-03:00
1763332574937,5.8,2025-11-16 19:36:14.937000-03:00
1763332514539,6.1,2025-11-16 19:35:14.539000-03:00
1763332454216,5.6,2025-11-16 19:34:14.216000-03:00
1763332393886,5.0,2025-11-16 19:33:13.886000-03:00
1763332333576,4.4,2025-11-16 19:32:13.576000-03:00
1763332273252,3.9,2025-11-16 19:31:13.252000-03:00
1763332212907,3.6,2025-11-16 19:30:12.907000-03:00
1763332152577,4.1,2025-11-16 19:29:12.577000-03:00
1763332092248,5.0,2025-11-16 19:28:12.248000-03:00
1763332031930,5.7,2025-11-16 19:27:11.930000-03:00
1763331971587,6.1,2025-11-16 19:26:11.587000-03:00
1763331911209,5.8,2025-11-16 19:25:11.209000-03:00
1763331850904,5.2,2025-11-16 19:24:10.904000-03:00
1763331790557,4.7,2025-11-16 19:23:10.557000-03:00
1763331730228,4.1,2025-11-16 19:22:10.228000-03:00
1763331669905,3.7,2025-11-16 19:21:09.905000-03:00
1763331609573,3.6,2025-11-16 19:20:09.573000-03:00
1763331549256,4.3,2025-11-16 19:19:09.256000-03:00
1763331488917,5.1,2025-11-16 19:18:08.917000-03:00
1763331428451,5.7,2025-11-16 19:17:08.451000-03:00
1763331368123,6.1,2025-11-16 19:16:08.123000-03:00
1763331307805,5.7,2025-11-16 19:15:07.805000-03:00
1763331247467,5.1,2025-11-16 19:14:07.467000-03:00
1763331187136,4.6,2025-11-16 19:13:07.136000-03:00
1763331126242,4.1,2025-11-16 19:12:06.242000-03:00
1763331065646,3.6,2025-11-16 19:11:05.646000-03:00
1763331005321,3.6,2025-11-16 19:10:05.321000-03:00
1763330944984,4.5,2025-11-16 19:09:04.984000-03:00
1763330884661,5.5,2025-11-16 19:08:04.661000-03:00
1763330824332,6.4,2025-11-16 19:07:04.332000-03:00
1763330764005,7.2,2025-11-16 19:06:04.005000-03:00
1763330705995,7.9,2025-11-16 19:05:05.995000-03:00
1763330643350,8.0,2025-11-16 19:04:03.350000-03:00
1763330583030,7.7,2025-11-16 19:03:03.030000-03:00
1763330522703,7.4,2025-11-16 19:02:02.703000-03:00
1763330462400,7.1,2025-11-16 19:01:02.400000-03:00
1763330402058,6.9,2025-11-16 19:00:02.058000-03:00
1763330341874,6.6,2025-11-16 18:59:01.874000-03:00
1763330281394,6.3,2025-11-16 18:58:01.394000-03:00
1763330221062,6.1,2025-11-16 18:57:01.062000-03:00
1763330160735,5.9,2025-11-16 18:56:00.735000-03:00
1763330100292,5.8,2025-11-16 18:55:00.292000-03:00
1763330039973,6.0,2025-11-16 18:53:59.973000-03:00
1763329979641,5.9,2025-11-16 18:52:59.641000-03:00
1763329919309,5.4,2025-11-16 18:51:59.309000-03:00
1763329859012,4.9,2025-11-16 18:50:59.012000-03:00
1763329798664,4.3,2025-11-16 18:49:58.664000-03:00
1763329738333,3.9,2025-11-16 18:48:58.333000-03:00
1763329678022,3.5,2025-11-16 18:47:58.022000-03:00
1763329617677,3.8,2025-11-16 18:46:57.677000-03:00
1763329557350,4.8,2025-11-16 18:45:57.350000-03:00
1763329497061,5.5,2025-11-16 18:44:57.061000-03:00
1763329436698,6.0,2025-11-16 18:43:56.698000-03:00
1763329376368,5.8,2025-11-16 18:42:56.368000-03:00
1763329316044,5.3,2025-11-16 18:41:56.044000-03:00
1763329255721,4.7,2025-11-16 18:40:55.721000-03:00
1763329195397,4.2,2025-11-16 18:39:55.397000-03:00
1763329130521,3.7,2025-11-16 18:38:50.521000-03:00
1763329070190,3.7,2025-11-16 18:37:50.190000-03:00
1763329009870,4.6,2025-11-16 18:36:49.870000-03:00
1763328949542,5.4,2025-11-16 18:35:49.542000-03:00
1763328889209,5.9,2025-11-16 18:34:49.209000-03:00
1763328828892,6.0,2025-11-16 18:33:48.892000-03:00
1763328768553,5.5,2025-11-16 18:32:48.553000-03:00
1763328708241,4.9,2025-11-16 18:31:48.241000-03:00
1763328647932,4.4,2025-11-16 18:30:47.932000-03:00
1763328587518,3.9,2025-11-16 18:29:47.518000-03:00
1763328527183,3.5,2025-11-16 18:28:47.183000-03:00
1763328466856,3.8,2025-11-16 18:27:46.856000-03:00
1763328406533,4.7,2025-11-16 18:26:46.533000-03:00
1763328346205,5.5,2025-11-16 18:25:46.205000-03:00
1763328285880,6.0,2025-11-16 18:24:45.880000-03:00
1763328225551,5.9,2025-11-16 18:23:45.551000-03:00
1763328165232,5.4,2025-11-16 18:22:45.232000-03:00
1763328104899,4.8,2025-11-16 18:21:44.899000-03:00
1763328044401,4.3,2025-11-16 18:20:44.401000-03:00
1763327984073,3.8,2025-11-16 18:19:44.073000-03:00
1763327923756,3.5,2025-11-16 18:18:43.756000-03:00
1763327863438,3.9,2025-11-16 18:17:43.438000-03:00
1763327802876,4.8,2025-11-16 18:16:42.876000-03:00
1763327742548,5.6,2025-11-16 18:15:42.548000-03:00
1763327682221,6.0,2025-11-16 18:14:42.221000-03:00
1763327621924,5.8,2025-11-16 18:13:41.924000-03:00
1763327561522,5.3,2025-11-16 18:12:41.522000-03:00
1763327501191,4.7,2025-11-16 18:11:41.191000-03:00
1763327440866,4.2,2025-11-16 18:10:40.866000-03:00
1763327380542,3.7,2025-11-16 18:09:40.542000-03:00
1763327320220,3.5,2025-11-16 18:08:40.220000-03:00
1763327259886,4.1,2025-11-16 18:07:39.886000-03:00
1763327199565,5.0,2025-11-16 18:06:39.565000-03:00
1763327139235,5.7,2025-11-16 18:05:39.235000-03:00
1763327078906,6.1,2025-11-16 18:04:38.906000-03:00
1763327018575,5.7,2025-11-16 18:03:38.575000-03:00
1763326958249,5.1,2025-11-16 18:02:38.249000-03:00
1763326897667,4.6,2025-11-16 18:01:37.667000-03:00
1763326837336,4.1,2025-11-16 18:00:37.336000-03:00
1763326777002,3.6,2025-11-16 17:59:37.002000-03:00
1763326716669,3.6,2025-11-16 17:58:36.669000-03:00
1763326656359,4.4,2025-11-16 17:57:36.359000-03:00
1763326596029,5.3,2025-11-16 17:56:36.029000-03:00
1763326535699,5.8,2025-11-16 17:55:35.699000-03:00
1763326475368,6.1,2025-11-16 17:54:35.368000-03:00
1763326415153,5.5,2025-11-16 17:53:35.153000-03:00
1763326354724,5.0,2025-11-16 17:52:34.724000-03:00
1763326294387,4.4,2025-11-16 17:51:34.387000-03:00
1763326234062,3.9,2025-11-16 17:50:34.062000-03:00
1763326173742,3.5,2025-11-16 17:49:33.742000-03:00
1763326113414,3.7,2025-11-16 17:48:33.414000-03:00
1763326053093,4.6,2025-11-16 17:47:33.093000-03:00
1763325992710,5.5,2025-11-16 17:46:32.710000-03:00
1763325932169,6.0,2025-11-16 17:45:32.169000-03:00
1763325871846,5.9,2025-11-16 17:44:31.846000-03:00
1763325811516,5.3,2025-11-16 17:43:31.516000-03:00
1763325751192,4.8,2025-11-16 17:42:31.192000-03:00
1763325690862,4.2,2025-11-16 17:41:30.862000-03:00
1763325630535,3.7,2025-11-16 17:40:30.535000-03:00
1763325570209,3.6,2025-11-16 17:39:30.209000-03:00
1763325509893,4.5,2025-11-16 17:38:29.893000-03:00
1763325449497,5.3,2025-11-16 17:37:29.497000-03:00
1763325389178,5.9,2025-11-16 17:36:29.178000-03:00
1763325328842,6.0,2025-11-16 17:35:28.842000-03:00
1763325268536,5.5,2025-11-16 17:34:28.536000-03:00
1763325208225,4.9,2025-11-16 17:33:28.225000-03:00
1763325147859,4.4,2025-11-16 17:32:27.859000-03:00
1763325087532,3.9,2025-11-16 17:31:27.532000-03:00
1763325027205,3.5,2025-11-16 17:30:27.205000-03:00
1763324966881,3.8,2025-11-16 17:29:26.881000-03:00
1763324906485,4.7,2025-11-16 17:28:26.485000-03:00
1763324846162,5.5,2025-11-16 17:27:26.162000-03:00
1763324785840,6.0,2025-11-16 17:26:25.840000-03:00
1763324725508,5.8,2025-11-16 17:25:25.508000-03:00
1763324665183,5.3,2025-11-16 17:24:25.183000-03:00
1763324604857,4.7,2025-11-16 17:23:24.857000-03:00
1763324544532,4.2,2025-11-16 17:22:24.532000-03:00
1763324484200,3.7,2025-11-16 17:21:24.200000-03:00
1763324423878,3.7,2025-11-16 17:20:23.878000-03:00
1763324363490,4.5,2025-11-16 17:19:23.490000-03:00
1763324303165,5.4,2025-11-16 17:18:23.165000-03:00
1763324242834,5.9,2025-11-16 17:17:22.834000-03:00
1763324182505,6.0,2025-11-16 17:16:22.505000-03:00
1763324122180,5.5,2025-11-16 17:15:22.180000-03:00
1763324061851,4.9,2025-11-16 17:14:21.851000-03:00
1763324001527,4.4,2025-11-16 17:13:21.527000-03:00
1763323941207,3.9,2025-11-16 17:12:21.207000-03:00
1763323880875,3.5,2025-11-16 17:11:20.875000-03:00
1763323820485,3.8,2025-11-16 17:10:20.485000-03:00
1763323760157,4.8,2025-11-16 17:09:20.157000-03:00
1763323699827,5.5,2025-11-16 17:08:19.827000-03:00
1763323639502,6.0,2025-11-16 17:07:19.502000-03:00
1763323579187,5.9,2025-11-16 17:06:19.187000-03:00
1763323518850,5.3,2025-11-16 17:05:18.850000-03:00
1763323458527,4.8,2025-11-16 17:04:18.527000-03:00
1763323398194,4.3,2025-11-16 17:03:18.194000-03:00
1763323337867,3.8,2025-11-16 17:02:17.867000-03:00
1763323277526,3.5,2025-11-16 17:01:17.526000-03:00
1763323217210,4.0,2025-11-16 17:00:17.210000-03:00
1763323156867,5.0,2025-11-16 16:59:16.867000-03:00
1763323096499,5.7,2025-11-16 16:58:16.499000-03:00
1763323036327,6.1,2025-11-16 16:57:16.327000-03:00
1763322975850,5.7,2025-11-16 16:56:15.850000-03:00
1763322915518,5.2,2025-11-16 16:55:15.518000-03:00
1763322855194,4.6,2025-11-16 16:54:15.194000-03:00
1763322794871,4.1,2025-11-16 16:53:14.871000-03:00
1763322734477,3.6,2025-11-16 16:52:14.477000-03:00
1763322674154,3.9,2025-11-16 16:51:14.154000-03:00
1763322613832,4.8,2025-11-16 16:50:13.832000-03:00
1763322553499,5.6,2025-11-16 16:49:13.499000-03:00
1763322493178,6.0,2025-11-16 16:48:13.178000-03:00
1763322432842,5.8,2025-11-16 16:47:12.842000-03:00
1763322372515,5.3,2025-11-16 16:46:12.515000-03:00
1763322312188,4.7,2025-11-16 16:45:12.188000-03:00
1763322251873,4.1,2025-11-16 16:44:11.873000-03:00
1763322191480,3.7,2025-11-16 16:43:11.480000-03:00
1763322131154,3.7,2025-11-16 16:42:11.154000-03:00
1763322070823,4.6,2025-11-16 16:41:10.823000-03:00
1763322010500,5.4,2025-11-16 16:40:10.500000-03:00
1763321950168,5.9,2025-11-16 16:39:10.168000-03:00
1763321889836,6.0,2025-11-16 16:38:09.836000-03:00
1763321829509,5.4,2025-11-16 16:37:09.509000-03:00
1763321769203,4.9,2025-11-16 16:36:09.203000-03:00
1763321708853,4.4,2025-11-16 16:35:08.853000-03:00
1763321648466,3.9,2025-11-16 16:34:08.466000-03:00
1763321588137,3.5,2025-11-16 16:33:08.137000-03:00
1763321527808,3.8,2025-11-16 16:32:07.808000-03:00
1763321467489,4.7,2025-11-16 16:31:07.489000-03:00
1763321407158,5.5,2025-11-16 16:30:07.158000-03:00
1763321346833,6.0,2025-11-16 16:29:06.833000-03:00
1763321286505,5.9,2025-11-16 16:28:06.505000-03:00
1763321226175,5.3,2025-11-16 16:27:06.175000-03:00
1763321165578,4.8,2025-11-16 16:26:05.578000-03:00
1763321105246,4.3,2025-11-16 16:25:05.246000-03:00
1763321044914,3.8,2025-11-16 16:24:04.914000-03:00
1763320984594,3.5,2025-11-16 16:23:04.594000-03:00
1763320924286,4.0,2025-11-16 16:22:04.286000-03:00
1763320863935,4.9,2025-11-16 16:21:03.935000-03:00
1763320803616,5.6,2025-11-16 16:20:03.616000-03:00
1763320743290,6.1,2025-11-16 16:19:03.290000-03:00
1763320682965,5.8,2025-11-16 16:18:02.965000-03:00
1763320622630,5.2,2025-11-16 16:17:02.630000-03:00
1763320562301,4.7,2025-11-16 16:16:02.301000-03:00
1763320501975,4.2,2025-11-16 16:15:01.975000-03:00
1763320441647,3.7,2025-11-16 16:14:01.647000-03:00
1763320381321,3.5,2025-11-16 16:13:01.321000-03:00
